,mbta_part_number,description,mfg,mfg_itm_id
29934,31297771,PACKING 3/8'WHITE-LO N MULTISERV CHESTRTN STYLE 322,GENERIC,3LB BOX
29935,31297772,"PACKING 7/16"" WHITE-L ON MULTISERV CHESTRTN STYL 322",CHESTERTON,322
29936,31297773,"ACKING - 1/2"" WHITE LON MULTIB SERVICE",GENERIC,322
29937,31297774,"PACKING 5/8"" WHITE-LO N MULTISERV CHESTRTN STYLE 322",GENERIC,8 LB BOX
29938,31297774,"PACKING 5/8"" WHITE-LO N MULTISERV CHESTRTN STYLE 322",GENERIC,322
29939,31309252,HOSE 2 SUCTION W/CPL 25'LGTH --358-21R HOMLIT PUMP,GOODALL,NM 1000
29940,31311009,BELT-V 21/32 X 7/6 X 112 GATES,GENERIC,B-112
29941,31321063,"PACKING-KITS FOR GLOBE 12 1/8"" DIAMETER CYLINDERS",--GLOBE---,C123
29942,31321070,KIT PACKING GLOBE HOIST,GENERIC,V-124
29943,31321074,CUP PACKING SETS,GENERIC,C151
29944,31321075,CUP PACKING SETS,GENERIC,C152
29945,31322004,"MASTER HOLDER SET DB LE LGTH 14"" TO 18"" SUNNEN HONING",GENERIC,AN-895
29946,31322005,EXTENSION SHAFT SUNN EN HONING EQUIP,GENERIC,ANR-641
29947,31342104,"PUMP-SUBMERSIBLE ELECTRICAL 120 VAC, SINGLE, 2 INCH",WACKER COR,PS2-800
29948,31342104,"PUMP-SUBMERSIBLE ELECTRICAL 120 VAC, SINGLE, 2 INCH",WACKER COR,PS2-750 N/L/A  3/10
29949,31342104,"PUMP-SUBMERSIBLE ELECTRICAL 120 VAC, SINGLE, 2 INCH",WACKER COR,STP750 N/L/A  2/03
29950,31343001,KITS SERVICE-FOR KEN CO PUMP,EMPIRE,6H002A1
29951,31350001,PROX SWITCH - FOR PL ASSER TAMPER,PLASSER AM,BI 20-G47-AP4X
29952,31350002,SEAL KIT - FOR PLASS ER TAMPER,PLASSER AM,HZS-DS.49
29953,31350004,JOY STICK - FOR PLAS SER TAMPER,PLASSER AM,XD2-CL1111
29954,31350005,TOOL - FOR PLASSER TAMPER,PLASSER AM,2E30.220CUS
29955,31350006,"BOLT - HEX HEAD , FO R PLASSER TAMPER",PLASSER AM,CU30.406
29956,31350007,LOCKWASHER - FOR PLA SSER TAMPER,PLASSER AM,VS16
29957,31350009,"BOLT - HEX HEAD , FO R PLASSER TAMPER",PLASSER AM,LA8118
29958,31351001,NUT-SANDWICH FOR JACKSON TAMPER,GENERIC,151138-1
29959,31351002,NUT-PILOT FOR JACKSON TAMPER,GENERIC,211619-1
29960,31351003,RUBBER FOR JACKSON TAMPER,GENERIC,110074-1
29961,31351004,SCREW FOR JACKSON TAMPER,GENERIC,250010-251
29962,31401001,"BIT- 3/8 -24"" LG - 5 TO 6 TWISTS",GREENLEE,3824D
29963,31401001,"BIT- 3/8 -24"" LG - 5 TO 6 TWISTS",MILWAUKEE,48-13-7337
29964,31401002,"AUGER-SHIP 3/8"" ,LENT H 18"" ,12"" TWIST TAPER SQ SHK",FOREST CTY,#301
29965,31401002,"AUGER-SHIP 3/8"" ,LENT H 18"" ,12"" TWIST TAPER SQ SHK",GREENLEE,64-3/8
29966,31401002,"AUGER-SHIP 3/8"" ,LENT H 18"" ,12"" TWIST TAPER SQ SHK",IRWIN,3043004
29967,31401002,"AUGER-SHIP 3/8"" ,LENT H 18"" ,12"" TWIST TAPER SQ SHK",IRWIN,47106 N/L/A
29968,31401004,"AUGER-SHIP-11/16 DIA SCR FD 7/16 HX SHK 17"" OVERAL",FOREST CIT,301
29969,31401004,"AUGER-SHIP-11/16 DIA SCR FD 7/16 HX SHK 17"" OVERAL",IRWIN,3043008B
29970,31401004,"AUGER-SHIP-11/16 DIA SCR FD 7/16 HX SHK 17"" OVERAL",IRWIN,47311 N/L/A
29971,31401004,"AUGER-SHIP-11/16 DIA SCR FD 7/16 HX SHK 17"" OVERAL",IRWIN,IRWIN 3043008B
29972,31401004,"AUGER-SHIP-11/16 DIA SCR FD 7/16 HX SHK 17"" OVERAL",IRWIN,IRWIN 47311
29973,31401005,"AUGER-SHIP,13/16, 7/16 SHANK,12 TWIST,24"" LONG",FORESTCITY,301
29974,31401005,"AUGER-SHIP,13/16, 7/16 SHANK,12 TWIST,24"" LONG",IRWIN,47413 OR 47313
29975,31401006,"AUGER-15/16 SHIP W/S CR SHANK DIA 7/16 12"" TWST 22",FORESTCITY,301
29976,31401006,"AUGER-15/16 SHIP W/S CR SHANK DIA 7/16 12"" TWST 22",GREENLEE,65 PT
29977,31401006,"AUGER-15/16 SHIP W/S CR SHANK DIA 7/16 12"" TWST 22",IRWIN,47315
29978,31401009,BIT 20/16 IN SOLID C ENTER AUGER,00000IRWIN,NO. 62T
29979,31401012,"BIT MACH 21/4X6"" TWIST 7/16 HEX SHANK",FOREST CTY,101
29980,31401014,"BIT MACH 21/2X6"" TWIST 7/16 HEX SHANK",FOREST CTY,#101
29981,31401015,AUGER-7/8 IMPR SHIP W/ SCREWS-FOR CITY,GREENLEE,#64
29982,31401015,AUGER-7/8 IMPR SHIP W/ SCREWS-FOR CITY,IRWIN,47314
29983,31401016,AUGER-BITS-14/16 WOO D-SOLID CENTER,IRWIN,43614
29984,31401016,AUGER-BITS-14/16 WOO D-SOLID CENTER,--IRWIN,62T
29985,31401017,"AUGER-BIT 1"" WOOD SOLID CENTER",IRWIN,43616
29986,31401018,"BIT-AUGER 4/16""",GENERIC,#100RJ
29987,31401020,"BIT-AUGER 7/16""",STANLEY,#100RJ
29988,31401021,"BIT-AUGER 9/16"" MAIN BOR STEEL SMOOTH FINISH",IRWIN,43609
29989,31401022,"BIT-AUGER 9/16""",GENERIC,#100RJ
29990,31401022,"BIT-AUGER 9/16""",IRWIN,43609
29991,31401023,"BIT-AUGER 10/16""",GENERIC,#100RJ
29992,31401024,"BIT-AUGER 11/16""",GENERIC,#100RJ
29993,31401024,"BIT-AUGER 11/16""",IRWIN,43611 (62T)
29994,31401025,"BIT-AUGER 13/16""",IRWIN,43613
29995,31401025,"BIT-AUGER 13/16""",STANLEY,#100RJ
29996,31402001,BATTERY-(D SZ) 1.5V ALKALINE ANSI L90/NEDA 13A,DURACELL,PC 1300
29997,31402001,BATTERY-(D SZ) 1.5V ALKALINE ANSI L90/NEDA 13A,EVEREADY,EN95
29998,31402001,BATTERY-(D SZ) 1.5V ALKALINE ANSI L90/NEDA 13A,RAY-O-VAC,AL-D
29999,31402002,BATTERIES 6-VOLT SPRING TERMINALS NEDA TYPE 908,EVEREADY,EV1209
30000,31402002,BATTERIES 6-VOLT SPRING TERMINALS NEDA TYPE 908,RAY-O-VAC,941
30001,31402002,BATTERIES 6-VOLT SPRING TERMINALS NEDA TYPE 908,RAY-O-VAC INDUSTRIAL,6V-HD
30002,31402003,BATTERIES-7 1/2 VOLT LANTERN NEDA TYPE 903,EVEREADY,715
30003,31402003,BATTERIES-7 1/2 VOLT LANTERN NEDA TYPE 903,RAY-O-VAC,903
30004,31402005,BATTERY-(C SZ) 1.5V ALKALINE ANSI L70/NEDA 14A,DURACELL,PC1400
30005,31402005,BATTERY-(C SZ) 1.5V ALKALINE ANSI L70/NEDA 14A,EVEREADY,EN93
30006,31402005,BATTERY-(C SZ) 1.5V ALKALINE ANSI L70/NEDA 14A,RAY-O-VAC,AL-C
30007,31402007,BATTERY-6V SCREW TERMINAL NEDA TYPE 918AC/918A,DURACELL PROCELL,MN918
30008,31402007,BATTERY-6V SCREW TERMINAL NEDA TYPE 918AC/918A,EVEREADY,EN521 4PK
30009,31402007,BATTERY-6V SCREW TERMINAL NEDA TYPE 918AC/918A,RAY-O-VAC,918
30010,31402008,"BATTERY,MOTOROLA GP3 00,NICAD,7.5VOLT PORTABLE RADI",MOTOROLA,HNN-9628A
30011,31402009,"BATTERY,MOTOROLA P20 0,NICAD,7.5VOLT PORTABLE RADIO",COMTRONICS,NTN5512B
30012,31402010,"BATTERY-(AA SZ) 1.5 V ALKALINE ANSI/NEDA 15A,C",DURACELL,PC1500
30013,31402010,"BATTERY-(AA SZ) 1.5 V ALKALINE ANSI/NEDA 15A,C",EVEREADY,EN91
30014,31402010,"BATTERY-(AA SZ) 1.5 V ALKALINE ANSI/NEDA 15A,C",RAY-O-VAC,AL-AA
30015,31402011,BATTERY -RECHARGEABL E NI-CAD 7.5 VOLT 850 MILLIAMP,CYBERCOM I,NLN9998
30016,31402012,(NLA) PACK -INDUST PWR 9V CORDLESS DRILL DISCONT 64 B& D,BLK&DECKER,41272
30017,31402012,(NLA) PACK -INDUST PWR 9V CORDLESS DRILL DISCONT 64 B& D,NLA,DISC 4.4.05
30018,31402013,BATTERY N.CAD 7.5VOL T G.E.MPR PORTABLE RADIO,ALEXANDER,H-6900
30019,31402013,BATTERY N.CAD 7.5VOL T G.E.MPR PORTABLE RADIO,MOTOROLA,NLN-6900A
30020,31402014,BATTERIES - MOTOROL A PORTABLE RADIO P50,GEN.ELECT.,4238
30021,31402014,BATTERIES - MOTOROL A PORTABLE RADIO P50,MOTOROLA,HNN-9027A
30022,31402014,BATTERIES - MOTOROL A PORTABLE RADIO P50,MOTOROLA,60-7009N01
30023,31402015,BATTERY-9V ALKALINE NEDA TYPE 1604AC OR EQUVALENT,DURACELL,PC 1604
30024,31402015,BATTERY-9V ALKALINE NEDA TYPE 1604AC OR EQUVALENT,EVEREADY,EN22
30025,31402015,BATTERY-9V ALKALINE NEDA TYPE 1604AC OR EQUVALENT,RAYOVAC,AL-9V
30026,31402016,BATTERIES-NI-CAD 7 1 /2 VOLT ANSI/NEDA,ALEXANDER,H5860
30027,31402016,BATTERIES-NI-CAD 7 1 /2 VOLT ANSI/NEDA,GENERIC,NLN-9998C OLD NUMBER
30028,31402016,BATTERIES-NI-CAD 7 1 /2 VOLT ANSI/NEDA,MOTOROLA,NTN-5860
30029,31402017,BATTERY-NICKEL CAD 7 .5V 800MAH DONT REORD FIORELLO,GENERIC,NLN 8834C
30030,31402018,"BATTERY, RADIO (MOTOROLA ONLY) P-200 NI-CAD",MOTOROLA,NTN-5521B
30031,31402019,"BATTERY-(AAA SZ) 1.5 V ALKALINE ANSI/NEDA 24A,C",DURACELL,PC2400
30032,31402019,"BATTERY-(AAA SZ) 1.5 V ALKALINE ANSI/NEDA 24A,C",DURACELL,RAY-O-VAC AL-AAA
30033,31402019,"BATTERY-(AAA SZ) 1.5 V ALKALINE ANSI/NEDA 24A,C",EVEREADY,EN92
30034,31402019,"BATTERY-(AAA SZ) 1.5 V ALKALINE ANSI/NEDA 24A,C",RAY-O-VAC,AL-AAA
30035,31403012,"BIT POWER EXT TO ACCEPT 7/16 HX SHK 18"" O/ALL LNGTH",MEPHISTO,#86
30036,31403044,BIT-1/2 TO 1 1/2 EXPANSION,IRWIN,44421
30037,31403044,BIT-1/2 TO 1 1/2 EXPANSION,STANLEY,1-710 A
30038,31406001,"BROOM-PUSH STREET 14 "" WIDE PALMYRA TAPERED TYPE HOLE",COMFORT ZONE,CZ121
30039,31406001,"BROOM-PUSH STREET 14 "" WIDE PALMYRA TAPERED TYPE HOLE",MSC,09310152
30040,31406001,"BROOM-PUSH STREET 14 "" WIDE PALMYRA TAPERED TYPE HOLE",RELIABLE,CARD TO BUYER
30041,31406007,"BROOM-TRACK&SWITCH HD POLYPRPYLNE W/CHISEL 1-1/8"" DIA HNDLE",FULLRBRUSH,REF. NO. 6111-
30042,31406007,"BROOM-TRACK&SWITCH HD POLYPRPYLNE W/CHISEL 1-1/8"" DIA HNDLE",PERFEX,#624 DURASWEEPOR #13
30043,31406007,"BROOM-TRACK&SWITCH HD POLYPRPYLNE W/CHISEL 1-1/8"" DIA HNDLE",PERFEX,1368
30044,31406007,"BROOM-TRACK&SWITCH HD POLYPRPYLNE W/CHISEL 1-1/8"" DIA HNDLE",STANLEY,624
30045,31407003,"BRUSH-PAINT 11/2"" -1/ 2"" THK-21/2"" LGH OUT-WD SASH HOL",AMER BRUSH,342
30046,31407003,"BRUSH-PAINT 11/2"" -1/ 2"" THK-21/2"" LGH OUT-WD SASH HOL",ARROWWORTHY,"2010 - 1 1/2 X 1/2 X 1/2"""
30047,31407003,"BRUSH-PAINT 11/2"" -1/ 2"" THK-21/2"" LGH OUT-WD SASH HOL",MARYLAND,10164
30048,31407003,"BRUSH-PAINT 11/2"" -1/ 2"" THK-21/2"" LGH OUT-WD SASH HOL",PITTSBURG,10164
30049,31407004,"BRUSH-PAINT2"" -9/16"" T HK-2 3/4LGH OUT-WOOD SASH HNDL",AMERICAN,343
30050,31407004,"BRUSH-PAINT2"" -9/16"" T HK-2 3/4LGH OUT-WOOD SASH HNDL",DYNAMIC,150002 - MFG NO. 80005
30051,31407004,"BRUSH-PAINT2"" -9/16"" T HK-2 3/4LGH OUT-WOOD SASH HNDL",GENERIC,320 PURE BRISTLE
30052,31407005,BRUSH-21/2 PUR BLK B RIS FLT CHISL EDG VARN GR B XX,BESTT LIEB,"YALE 2-1/2"" 0-10554-"
30053,31407005,BRUSH-21/2 PUR BLK B RIS FLT CHISL EDG VARN GR B XX,PURDY CORP,"TANAGER 2-1/2"" 40802"
30054,31407005,BRUSH-21/2 PUR BLK B RIS FLT CHISL EDG VARN GR B XX,WOOSTER,"CUTTER 2-1/2"" Z1202"
30055,31407006,"BRSH-PNT 3.0"" -1"" THK4 "" LGH-CHINA BRSTL-B.LIEBC ONLY",BESTT LIEB,"MASTER 12056 3.5"""
30056,31407006,"BRSH-PNT 3.0"" -1"" THK4 "" LGH-CHINA BRSTL-B.LIEBC ONLY",GENERIC,CARD TO BUYER
